,Unnamed: 0,Unnamed: 0.1,web-scraper-order,web-scraper-start-url,url,url-href,post_name,story,amount_donated,amount_goal,donatedby_pplcount,likes,shares,location,post_created_on,img,numb_of_likes,numb_of_shares,doners,sentiment,story_length,goal,percentage,success,life_of_post,image_labels
559,559,560,1543888631-33589,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Taylor's CA Wildfire Assistance
                        Taylor's CA Wildfire Assistance",https://www.gofundme.com/Taylors-wildfire-assistance,Taylor's CA Wildfire Assistance,"An Inovalon colleague’s family has been directly impacted by the California wildfires. Forrest Taylor, a Principle Systems Engineer in our IT department, has been part of the Inovalon family for over 7 and a half years.

Forrest’s mother Mary, 94, and brother Larry recently lost their home and personal property (everything). Luckily both made it safely out of the fire. Forrest flew them to Maryland and both his mother and brother are currently staying with Forrest and his wife here in Annapolis, but they have nothing. They are in the process of getting all new clothes and belongings, along with medications and more. They are working with the insurance company, but no timetable on when assistance and relief will be available. The Capital Gazette ( https://www.capitalgazette.com/news/annapolis/ac-cn-fire-refugees-20181114-story.html) did a feature story on them last Friday.

Lets show Forrest, his mother Mary, and brother Larry how great of a company and family Inovalon is. 

Thanks so much for everyone's support!",2700,2500,27,27,4,"BOWIE, MD"," November 17, 2018",https://d2g8igdw686xgo.cloudfront.net/34622604_154247538884610_r.jpeg,27,4,27,0.9558,1027,2500,1.08,1,0,"['wilderness', 'tree', 'plant', 'recreation', 'adventure', 'national park', 'grass', 'tourism']"
560,560,561,1543889249-33830,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California wild fire relief fund
                        California wild fire relief fund",https://www.gofundme.com/california-wild-fire-relief-fund,California wild fire relief fund,"The devastation from the fires in California has been beyond tragic! For those of you who don’t know, my husband is from Chico, just west of Paradise and grew up there and the surrounding areas. I myself have been to areas that have been destroyed.  Most of his immediate family still lives in Chico. Fortunately, they did not have to evacuate and are safe but there are so many families that weren’t so lucky and have lost everything!  There are so many more unaccounted for that are still missing. I’m not one to normally reach out, but this directly effects our family, as many friends and loved ones have had their houses burned to ash and their lives turned upside down. His family is there volunteering, working with the shelters and helping in any way they can, experiencing the devastation first hand. Unfortunately we can’t be there as well and shipping water and food would cost more in shipping alone.  I’m reaching out to see about donations to help those who have lost everything, literally only a folding chair or backpack to their name.  Any proceeds will be sent there to distribute to those families directly impacted so they will at least have food, water and clothes.  Any contribution would be greatly appreciated. Unable to contribute, please share and prayers are always appreciated!  Thank you for your support.",140,1000,3,2,10,"MESA, AZ"," November 13, 2018",https://d2g8igdw686xgo.cloudfront.net/34507712_1542170467348612_r.jpeg,2,10,3,0.9894,1334,1000,0.14,0,0,[]
561,561,562,1543888252-33418,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Woolsey Fire Charity/Relief Org.
                        Woolsey Fire Charity/Relief Org.",https://www.gofundme.com/woolsey-fire-charityrelief-org,Woolsey Fire Charity/Relief Org.,"California Fires 

How to help those impacted by the fires in California 

The wildfires across the state of California have killed more than 40 people, destroyed thousands of structures and forced thousands to evacuate.
The Camp Fire in Northern California has killed more than 40 people and injured numerous others, has burned over 110 square miles, and has completely devastated the town of Paradise.
In Southern California, the Woolsey and Hill fires are raging, with nearly 20,000 acres burned and thousands of people forced to evacuate.

My name is Mileydy I go to Pierce College and my community had been attacked by a fire raging and spreading fast. Our hard working and dedicated fire department have been doing there best Non Stop to prevent the fire from spreading. I want to bring help for those who have lost there homes and life saving by this tragedy. I want to bring hope in these very dark times. I want people to know they are not alone and they have help. My donation will go to each and every person affected by this tragedy and help recover what was lost. The lord says in his word to Never be afraid for I am here. I know these times are not good in California but I want to do what I can to make it shine and with YOUR HELP and donation j can bring a smile to anyone including our friendly animals who may need food or shelter.  Thank you all again and may God bless you all.",0,4000,0,,2,"VAN NUYS, CA"," November 15, 2018",https://d2g8igdw686xgo.cloudfront.net/34558474_1542310819547098_r.jpeg,0,2,0,0.6149,1398,4000,0.0,0,0,"['wildfire', 'sky', 'fire', 'geological phenomenon', 'bonfire', 'smoke', 'night', 'darkness', 'landscape', 'evening']"
562,562,563,1543889585-33960,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California Wildfire Victims
                        California Wildfire Victims",https://www.gofundme.com/wca7v-california-wildfire-victims,California Wildfire Victims,My name is Mary-Ellen Blair and because trump is a DICK and is refusing Federal Aid to California I am raising money to help all the victims of this terrible fire.  Nobody should be treated like this by the President of the United States.  The money will be sent to the Red Cross of Southern California & also the Red Cross of Northern California to help everyone who needs assistance to get their lives back on track.,0,1000,0,1,4,"RESTON, VA"," November 10, 2018",https://d2g8igdw686xgo.cloudfront.net/34400044_1541876180718071_r.jpeg,1,4,0,-0.5904,418,1000,0.0,0,0,"['heat', 'fire', 'geological phenomenon', 'wildfire', 'explosion', 'flame']"
563,563,564,1543889781-34045,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Victims of the California Wildfire
                        Victims of the California Wildfire",https://www.gofundme.com/victims-of-the-california-wildfire,Victims of the California Wildfire,"Hello Everyone,
My name is Scarlet Rodriguez and my family who lived in Santa Rosa in the Coffee Lane area lost their home on October 9th in the Tubbs fire. My aunt and uncle did not have time to grab any possesions or valuables and were left with only the clothes on their back. I am hoping to raise enough money for them to least start back up again with basic needs. They are a very loving family who was always there to help anyone in need. All the funds will be going towards them, Anything helps!


Thank You! God Bless You!",1400,2500,21,22,200,"SANTA ROSA, CA"," October 11, 2017",https://d2g8igdw686xgo.cloudfront.net/24600454_1507780640.8424.png,22,200,21,0.9582,530,2500,0.56,0,0,"['shoulder', 'interaction', 'product', 'muscle', 'communication', 'conversation', 'fun', 'abdomen']"
564,564,565,1543888979-33716,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Support for Victoria H.
                        Support for Victoria H.",https://www.gofundme.com/support-for-victoria-h,Support for Victoria H.,"As many of you know, our friend and colleague, Victoria Heyman, lost her home in the Northern California wildfires this week.  We are looking to help her in any we can and decided starting a gofundme was a good option.   We will provide access to these funds to Victoria as the beneficiary by close of business on Thursday, 12th October so that she may use them to help cover her immediate expenses.  

Any donation would be greatly received.

Thanks

Gary

Director, PSC",2696,2000,36,36,14,"VENTURA, CA"," October 11, 2017",https://d2g8igdw686xgo.cloudfront.net/24585782_1507746488.9854.jpg,36,14,36,0.938,471,2000,1.348,1,0,"['fire', 'heat', 'wildfire', 'flame', 'explosion', 'explosive material', 'smoke', 'sky', 'computer wallpaper', 'bonfire']"
565,565,566,1543888079-33338,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Help Mel Start Over
                        Help Mel Start Over",https://www.gofundme.com/help-mel-start-over,Help Mel Start Over,"On November 8, 2018 my friend, Melani, was notified that she needed to immediately evacuate the place that she has called home since 1994 due to fact that a raging wildfire (what would become California's most destructive wildfire to date - known as the ""Camp Fire"") was rapidly approaching her hometown of Paradise, CA.  There was some smoke in the air, but the fire did not seem to be extremely close, so Mel and her family began grabbing and packing what they could.   



Mere minutes after getting the evacuation order, the sky became filled with so much smoke that it appeared to be nighttime even though it was just after 8:30am, and then with little warning the Church next to Mel's house began to burn, and so with the very few possessions that they'd had time to grab Mel got her Mom, sister and two fur babies loaded into her car and all thankfully made it out of Paradise safely.   




The next day her cousin was able to get back into Paradise and confirmed that Mel's home (along with her Aunt's home and virtually the entire town of Paradise) had burned down to the ground - and that absolutely nothing was salvageable.  

       

As stated above, Mel and her family barely had time to grab much of anything before fleeing for their lives.  Mel is the primary breadwinner for her family - caring for her disabled sister full-time while also making sure that their Mother's needs are met.   While she owned the Mobile Home that was lost, she did not own the land on which it sat, and so there will be very little insurance monies available to her family.  Since they have literally lost their entire lives there is a lot that will have to be replaced.  

If you can afford to give anything, please consider helping Mel and her family rebuild their lives.  At the moment they have been moving around from house to house staying with friends and family, and while they are safe, the one thing that everyone going through this horrible tragedy is craving is stability.  So if you are able, please join me in helping Mel and her family find that stability so that they can begin to put their lives back together again one piece at a time.  If you are unable to give, please consider sharing this campaign with others so that it reaches a wider audience.  






**Note - I was not sure how much to start the Goal for, and so I decided to go with what I have been told is a typical deductible for insurance claims in situations like this.  Mel and her family are not expecting anything, and so they will be grateful for anything they receive.  Thank you for taking the time to read this!",2360,10000,31,32,247,"PARADISE, CA"," November 15, 2018",https://d2g8igdw686xgo.cloudfront.net/34543856_1542274957521205_r.jpeg,32,247,31,0.9934,2598,10000,0.23600000000000002,0,0,"['transport', 'geological phenomenon', 'track', 'disaster', 'tree', 'vehicle', 'pollution']"
566,566,567,1543888439-33501,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California Fire Relief
                        California Fire Relief",https://www.gofundme.com/tr8zck-california-fire-relief,California Fire Relief,"We here in Southeast Texas/Southwest Louisiana know how it feels to be impacted by an unexpected disaster, and know how much desperation and fear accompany that. Your team at Southeast Texas Storm Chasers is putting on a fundraiser, and a donation drive for clothing, monetary donations, and other necessary items to assist in relief efforts from the California wildfires. Thousands of people are being affected by the fires, and much like when people came to our aid here, it's time we return the favor. Everything helps, feel free to get with us for any questions and concerns!",0,50000,0,2,13,"VIDOR, TX"," August 15, 2018",https://d2g8igdw686xgo.cloudfront.net/32170800_1534359158410631_r.jpeg,2,13,0,0.3802,579,50000,0.0,0,0,"['sky', 'wildfire', 'geological phenomenon', 'explosion', 'ecoregion', 'fire', 'smoke', 'dust', 'landscape', 'disaster']"
567,567,568,1543889528-33938,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Animals of California Wildfire
                        Animals of California Wildfire",https://www.gofundme.com/animals-of-california-wildfire,Animals of California Wildfire,"Hello kind souls!! As many of you heard about the California wildfires and all the damage it has done. Not a lot of people are caring for our animals. Me, and some of my co workers are raising money to help for the medical costs, fosters, vet visits, food and donating to charities so we can save some of the fur babies! We’re planning on doing a trip to CA to help out. We’re all Veterinary Nurses at the Humane Society. There are tons of animals that need our help and our kindness at this time. Anything helps, we just want to do as much as we can to help our animals and get them back to health.  100% of the profits are going towards California. 

Thank you so much ! Xo
Peace, Love, Rescue on.",0,7000,0,,7,"Pembroke Pine, FL"," November 22, 2018",https://d2g8igdw686xgo.cloudfront.net/34761050_1542896521465707_r.jpg,0,7,0,0.9921,699,7000,0.0,0,0,"['dog', 'dog breed', 'snout', 'dog like mammal']"
568,568,569,1543888391-33478,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Tree Planting
                        Tree Planting",https://www.gofundme.com/bjzrhf-tree-planting,Tree Planting,"Recent california wildfires have taken a toll not only on California residents but nationwide. These fires destroy many homes, cost millions in damage and even lifes have been lost. Yet humans are the main reason these fires occur. Many people dont realize that wild life can also be the same or even worse in damages.  My goal is to start new growth of life of trees where trees are needed the most. For example, where there is fire damage, floods deforestation communities and parks. Just one tree can have great impact on the environment and benefit all sorts of life. These trees will either be planted from seed or transplant from pots. These trees may include, drought resistant, water resistant, fire resistant, fast growers and most importantly native trees. Lots of research has to be done in wind patterns, annually rainfall, utilities, tree species, ect. I already plant trees on my free time. In the near future I will like to expand my interest this planet with more trees.  Is this is something you are interested in feel free to message me or would like to join. Let make earth a better place for our kids.  Its an all year work but im willing to do this for all of us. 

Fun Facts:
Trees lower air temperature by evaporating water in their leaves.

Trees improve water quality by slowing and filtering rain water, and protecting aquifers and watersheds.

The different parts of a tree grow at different times throughout the year. Typically, most of the foliage growth happens in the spring, followed by trunk growth in the summer and root growth in the fall and winter.",0,3000,0,,,"LOS ANGELES, CA"," December 14, 2017",https://d2g8igdw686xgo.cloudfront.net/26231256_15133060420_r.jpg,0,0,0,0.9884,1585,3000,0.0,0,0,"['finger', 'hand', 'plant', 'arm', 'tree', 'grass', 'girl', 'grass family', 'neck']"
569,569,570,1543888287-33432,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Ann & Greg’s Bear Fire Recovery
                        Ann & Greg’s Bear Fire Recovery",https://www.gofundme.com/Help-Ann-and-Greg,Ann & Greg’s Bear Fire Recovery,"We need help to recover from the Bear Fire.  Our two yurt “skins” (the roofs and walls) as well as one of our 5,000 water gallon tanks need to be replaced.  

We were one of only a few landowners who were significantly affected by the Bear Fire in Boulder Creek California.  The wildfire started October 16, 2017 10:30 pm and wasn’t fully contained until October 27th.  California Department of Forestry and our all-volunteer Boulder Creek Fire Department went out of their way to save our yurts, but there was still significant damage to the yurts themselves.  The 30ft. yurt damage is obvious, but we discovered that our 24ft. yurt also sustained damage due to the fierce heat of the fire.  It may have been a slow-moving fire, but the heat was incredibly intense due to the dense underbrush of the forest.

Our Story
When it became clear that the fire was extremely close to us, Greg had me evacuate immediately.  At approximately 1:30am I, along with Jack the cat, left the property and spent all day waiting to hear news from Greg.  Greg, in his youth, fought wildfires near Shasta, so he had a good understanding of what to expect and when to give up the good fight.  He spent the day hosing down the two yurts and dousing embers that preceded the fire.  We didn’t think the fire would affect us, however the wind shifted and it started to head towards our property.  At dusk, Greg knew he had to leave since the fire was headed straight for our yurts – while water and boride had been dropped in the path of the oncoming fire, that activity is always halted at night.  

I spent a rough day wondering how Greg was – our phone reception on the property was spotty, but he checked in sporadically.  All day I heard from friends and family wondering if we were affected by the fire.  At first, I heard the fire was headed in a different direction, so that’s what I (prematurely) texted out to all concerned.  Greg and I finally met up at our friend Randy’s place at 7pm Tuesday night.

Wednesday was a hard day to get through - we got conflicting texts from neighbors – reports of the fire passing us by then reports that our property was burned came in from well-meaning neighbors.  A text sent at 11:15am: “I just talked to big Mike (who volunteers for the Boulder Creek Fire Department).  He said at 9pm last night your place was still ok but that the fire was creeping down from the ridge toward yours and my place – he said point blank “the fire’s probably a lot closer to your house than you think”.”  A text sent at 7:09 pm: “I saw Josh (a neighbor). He said he saw them with hoses at your place but that they weren’t able to save it this afternoon about 4.”

Right before Greg left, he went up to the upper 5,000 gallon water tank (one of two we had) and found that the heat was so fierce right above it that it singed one side of his facial hair!  He knew then it was time to evacuate.  At some point after he left, the tank exploded and approximately 2,000 gallons of water headed in the direction of our two yurts.  While it was a bummer that the tank went, we believe it helped our cause immeasurably.

Thursday, October 19th, Greg was able to get to our property and see for himself – there were 3 fire trucks up at the yurts and many firemen and firewomen were working to save our place.  Needless to say he fell to his knees overwhelmed with gratitude.  The news video attached tells the story much better than I can.  We are so indebted to them – they worked so hard and were clearly very determined and dedicated.  Larry Wooldridge and his crew from La Grande Oregon headed up the effort.  Continued firefighting was conducted by the Boulder Creek Fire Department who came out for several days after the fire passed through to locate and douse hot spots.

Nothing inside the yurt burned – the teak table inherited from my parents has a few burn marks, but that’s the extent of the burn damage.  The 30ft yurt wall and roof melted in one area, as you can see in the picture.  You can see from another picture that we have tarped the area where the wall and roof melted – we check it often to make sure no water is getting in.  We initially thought the 24ft. yurt escaped any damage, but Greg has discovered that the wall and roof sustained heat damage.  We are still assessing and dealing with the smoke damage.  The 30ft. yurt, which is our living space, still has a noticeable smoke smell.  We have been going to the property most weekend days and some week days to pack up belongings and to clean what we can, but the smoke residue makes the yurt unlivable.  We are hoping an air unit will remove the smell, while we remove the objects that are contributing to it.  

Our friends the Barton’s have opened up their home to us.  Bebe and Dave are truly generous people – they have been so kind and loving during this very trying and emotional time.  Greg and I do not easily ask for help, but we have been taken in and are still staying with them as we work to get our place livable.  We cannot thank them enough for the open-ended invitation to live in their home.

As a side note, our cat has been happily living in my Subaru Forester.  Who knew he was a car cat?  He’s doing remarkably well for a 12-year-old cat that is used to roaming our property at will. He travels with me much of the time and has full reign of the car, but it’s true that he prefers the passenger seat with the seat warmer on “high”!  And of course we spoil him – he’s been one of the few bright spots in this otherwise upsetting experience.

Our Financial Needs
Here are our needs:
1) 5,000 gallon tank (delivered)      $3,600                                
2) 24ft. yurt roof and wall (with insulation)  $9,000
3) 30ft. yurt roof and wall (with insulation)   $12,000
4) Cistern for 24ft. yurt                          $   420

 Due to winter rains, we will not be able to replace the walls and roofs of both yurts until springtime.  The cistern is a new addition for us, not a replacement as the other items are.  We determined that we need to gather more water for just such emergencies as we just went through.

Sharing and/or Donating
We are hopeful that you will consider a donation to help us replace what was lost to the fire as well as better prepare in the event of another wildfire.  Your support will be so very much appreciated.

 Please feel free to share this post. There are so many people who have offered to help, but we don’t have everyone’s contact information.

 Thank you,
Ann and Greg",2455,25000,27,27,36,"BOULDER CREEK, CA"," November 26, 2017",https://d2g8igdw686xgo.cloudfront.net/25664246_1511733724.0582.jpg,27,36,27,0.9957,6505,25000,0.0982,0,0,"['geological phenomenon', 'tree', 'winter', 'trail']"
570,570,571,1543888602-33575,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"My laptop fund
                        My laptop fund",https://www.gofundme.com/dcnrtg-laptop-fund,My laptop fund,"Hi family and friends,
This Christmas, instead of multiple gifts I would like to raise money to get a laptop for schoolwork and to play on a little bit  . Please donate money to me because I do not have a good device to do schoolwork on and please keep your donation to $50 maximum per family.

I will donate 5% of everyone’s donations to the California wildfires. If I don’t get enough donations, I will donate $25 dollars of my own money. Here is the website I am donating to: Americares Wildfire Disaster Response 

 Thank you for your donation and happy holidays!",400,500,7,8,,"ASHBURN, VA"," November 21, 2018",https://d2g8igdw686xgo.cloudfront.net/34742796_1542827367577272_r.jpeg,8,0,7,0.9171,567,500,0.8,0,0,"['technology', 'display device', 'screen', 'product', 'computer monitor', 'multimedia', 'output device', 'led backlit lcd display', 'gadget', 'television set']"
571,571,572,1543889335-33862,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"SouthernCalifornia has been ravaged
                        SouthernCalifornia has been ravaged",https://www.gofundme.com/california-wildfires-have-ravaged-s,SouthernCalifornia has been ravaged,California  has been ravaged. our southern California counties and left many of us with absolutely nothing  due to it.we are rasing anything we can to help us rebuild and recover from this devasting event.,0,2000,0,,,"BONSALL, CA"," December 17, 2017",,0,0,0,0.4019,205,2000,0.0,0,0,
572,572,573,1543888857-33669,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Jen Jenny Weiss
                        Jen Jenny Weiss",https://www.gofundme.com/jen-jenny-weiss,Jen Jenny Weiss,"My sister, Jen (Jenny) Weiss needs our help.
  She has lost everything in the fire that consumed her home in the girl's dorm in Ojai CA.

  Thankfully, she did get out with her pets and her car and is now in interim housing. But her apartment was leveled. Jen only had a few pieces of clothing - two days worth when they loaded the bus and left campus in minutes.  Her bedroom, kitchen, and living room furniture, tv&stereo equipment, lots of cd & dvds (~400), a family cedar chest, and clothing had all made it from OH & PA to CA are gone.

    She had no apartment/renters insurance,
    as it is not available in a National Forest, 
    which is where OVS is located.  Jen has lost
    of all of her belongings to this fire.

  I am Terry, her brother. in Ohio.  I have to say thanks to our cousin Gabe who thought of the idea of raising  contributions to help offset these losses, and to Kristin who gave us ideas of different sites to consider for this fundraising. Thanks also to Chanin & Ron.

 This is / was Jenny's apartment shown by the La Times after the fire destroyed a portion of her school in Ojai, CA:  http://www.latimes.com/local/california/la-me-southern-california-wildfires-live-the-fire-damaged-ojai-valley-school-s-1512597990-htmlstory.html         This is the Ojai Valley School - Upper Campus, in Ojai, CA.  I had been out there a couple years ago (along with our mom - Nonie Weiss), and all I can recognize is the water pipe on the left side, heading upstairs to where her apartment had been behind the fireplace in the dorm's common room.  We had been texting, and there was concern that the fire, which was 5 miles away, might make it towards the school and they may have to evacuate sometime, maybe overnight.    (Jen's pic: Thomas Fire, 5 miles from campus)

   In the next 18 minutes she was told to clear the girls from the dorm and head out as the fire had closed to less than 2 miles.   The upper campus was evacuated, and she only had time to text me she had the dogs. I thought she was on a bus with the kids.  Later, I learned she was able to get her car out as well, as were the other residents of the upper campus.
 
  In hurricanes, windows get blown out and doors come off their hinges.  This is also what happened to Jenny's concrete apartment in a fire that moved through at 110mph: 
   https://www.facebook.com/evelyn.brokering.7?hc_ref=ARSv3ZNlTDG2Uv45rG_waL2_xZlvobwEhJANjHKExv53Z_2QGWhy8_lXVx-MjF56og&fref=nf

  The school is also in need of help. Two buildings, a large bank of solar panel/arrays, and infrastructure have been lost to this still ongoing fire.  OVS plans to be open for class in January of 2018.  

  Contribute now, so that she may be ready to return to teaching in January, 2018.   Please help us support her as she recovers from the loss of her home. 

Thank you for your time and donations,
  her family (from AZ, CA, HI, MA, OH, OR, PA...)",4755,12000,57,58,167,"CANFIELD, OH"," December 17, 2017",https://d2g8igdw686xgo.cloudfront.net/26290474_1513722327.0655.jpg,58,167,57,0.128,2908,12000,0.39625,0,0,"['dog', 'dog like mammal', 'skin', 'mammal', 'pink', 'vertebrate', 'puppy', 'girl', 'fun', 'carnivoran']"
573,573,574,1543888729-33632,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Please Help CA Fire Victim Piggy!
                        Please Help CA Fire Victim Piggy!",https://www.gofundme.com/please-help-ca-fire-victim-piggy,Please Help CA Fire Victim Piggy!,"MENDOCINO FIRE - PIG RESCUED

WE DESPERATELY NEED YOUR HELP TO RAISE FUNDS TO REPAIR HER BROKEN LEG, TREATMENT FOR MINOR BURNS AND SMOKE INHALATION!

Hello, my name is Marilu of K&M Mini Pot Belly Pig Rescue and we are currently trying to raise funds to help this beautiful girl, who fell victim to the Northern California wildfire. 
The pig community and network we work closely with received an email asking if we could help find a temporary home for this sweet girl who’d been saved from the Mendocino fires... we were aware she had a broken leg and knew little else about her initially. Of course what we did know is we had to step up immediately and take her in. The following day, after the emergency veterinarians and surgeon were able to asses the damage done to her leg, they determined she’d need to have surgery in order to ensure she’d heal properly and wouldn’t lose her leg. Dr. Bachman would like to do the surgery this weekend as we you don’t have time to spare in situations like this. However, we need $1000 to make this happen! Of course there will be after care and recovery costs involved of unknown amounts at this time as well. 

This poor girl has survived and lost so much already - will you PLEASE help us ensure her future and donate ANY amount to help us reach our goal?! 

PLEASE CONSIDER A DONATION AND PLEASE SHARE THIS POST WITH ANYONE WHO CAN POSSIBLY HELP!! 

To boot, this sweet girl doesn’t have an official name yet, so we’d love to hear from you what names you think this prestigious girl deserves Comment your fav name idea and we will consider them all! 

THANK YOU SO MUCH FOR CARING, SHARING AND DONATING TO A VERY IMPORTANT CAUSE!!",1000,1000,24,23,9,"PASO ROBLES, CA"," August 12, 2018",https://d2g8igdw686xgo.cloudfront.net/32087134_1534098091144521_r.jpeg,23,9,24,0.9966,1674,1000,1.0,1,0,"['snout', 'pig like mammal', 'pig', 'livestock', 'wildlife']"
574,574,575,1543889356-33871,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California Wildfires
                        California Wildfires",https://www.gofundme.com/california-rainmaker,California Wildfires,"I have a patent pending on spraying water to control the weather.  I need to get it patented.  If I get $10,000, I will be able to patent it and maybe patent another weather modification technique I have come up with.",0,10000,0,,,"CORD, AR"," August 22, 2018",,0,0,0,0.0,217,10000,0.0,0,0,
575,575,576,1543889301-33849,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"California wildfire
                        California wildfire",https://www.gofundme.com/ydzft-california-wildfire,California wildfire,Help us go restore the land and properties affected by the fire in California. Anything would help. Thank you!! And god bless!!,0,50000,0,,,"ALTADENA, CA"," December 9, 2017",https://d2g8igdw686xgo.cloudfront.net/26047404_1512859176.8221.jpg,0,0,0,0.9036,127,50000,0.0,0,0,"['fire', 'geological phenomenon', 'wildfire', 'explosive material', 'explosion', 'sky', 'traffic']"
576,576,577,1543889570-33954,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Help the lost pets from the California Wildfires!
                        Help the lost pets from the California Wildfires!",https://www.gofundme.com/help-the-lost-pets-from-the-california-wildfires,Help the lost pets from the California Wildfires!,"California Wildfires & displaced pets. 

A couple weeks ago both Northern and Southern California were ravaged by wildfires. The Campfire in Northern California destroyed an entire town, and the Thousand Oaks fire managed to spread all the way to Malibu also causing many families to flee the area with little to no warning. 

Many many many homes and businesses were completely destroyed, and first responder and firefighters are still looking for survivors. Thousands of people fled from the wall of flames, and many had no choice but their pets behind, or couldn’t get home in time to rescue their furry family members. Wildlife has also been seen trying to flee the area that soon became surrounded by the wall of flames that was destroying everything. 

I am representing a pet rescue/bakery that plans to open its doors next month, and  though we are unable to open our doors right now, we would like to raise money with this fundraiser in order to help with supplies, food, and vet care for all the animal shelters and rescues in the San Fernando Valley that have taken in the pets that were affected by the fires till they are reunited with their families. These animal shelters are currently overflowing past capacity with pets rescued from those fires. And they are deeply struggling because they already had many animals already.

Even if you can only spare $5 for these animals to help out with essentials that will help those family pets with what they need, every little bit helps. 
We are all devastated by these wildfires and right now, we just want to help those shelters that have taken in many pets who want nothing more than to feel safe, and returned to their families who I’m sure miss them very much.",0,12000,0,,,"NORTH HOLLYWOOD, CA"," December 2, 2018",https://d2g8igdw686xgo.cloudfront.net/35025280_1543756608852694_r.jpeg,0,0,0,0.9628,1723,12000,0.0,0,0,"['reflection', 'night', 'sky', 'evening', 'street light', 'atmosphere', 'sunrise', 'lighting', 'sunset', 'water']"
577,577,578,1543888338-33454,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"Save my car
                        Save my car",https://www.gofundme.com/fh27m3-save-my-car,Save my car,"I work for Amazon flex and deliver packages in my own vehicle. Since starting I've always made my deliveries on time and drive over 100 miles just to get everyone their packages. Recently my mom totaled her car so I have to step in and give her and my brother a ride to and from work every day. I have to be up at 5am take my brother to work come home get myself a delivery, drive a 20 minutes to the delivery station then another hour to do the deliveries make it back in time take my mom to work 30min away then make it back in time to pick up my brother and go back for more deliveries then after pick up my mom at midnight. meaning I cant do as many deliveries and now am struggling to make my car payment. Also due to the california wild fire Amazon has shut down the delivery station until the air quality is better. Even though I have been delivering with air quality at its worst since the fires started they decided the employees at the stations health was at risk. So because they stopped the deliveries I have no income and am in fear that I will lose my car I worked so hard to get. Everyone needs a little help sometimes in the world and I'm finally ready to ask for it. So if you can see it in your hearts to help the guy who makes sure your packages get delivered no matter the weather or road conditions I would greatly appreciate it. I have to make sure my mom gets to work and we have a home.",0,2000,0,,,"STOCKTON, CA"," November 17, 2018",https://d2g8igdw686xgo.cloudfront.net/34636392_1542510772188005_r.jpeg,0,0,0,-0.6622,1410,2000,0.0,0,0,"['motor vehicle', 'car', 'automotive lighting', 'vehicle', 'bumper', 'headlamp', 'automotive design', 'grille', 'light', 'automotive exterior']"
578,578,579,1543889509-33930,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=california%20wildfire,"RV For California Wildfire Families
                        RV For California Wildfire Families",https://www.gofundme.com/rv-to-revive,RV For California Wildfire Families,"The California wildfires have resulted in devastation, affecting thousands of people and families. Most of these families have NO place to go or stay. My family has been so moved by this disaster, and the fact that people will be displaced for a long time, especially during the holidays. As a result, we have decided to donate our RV to the Red Cross so that they can give it to a family in need. What we are asking for are donations to pay off the balance on the RV, replace the tires, and deliver it to California. We are hoping to be able to reach our goal before Christmas so that the Red Cross can deliver it to a family for the holidays. Please donate to give someone a home. Thank you!
 https://www.gofundme.com/cause/californiafires/story/276",0,85000,0,,4,"LAWTON, MI"," November 20, 2018",https://d2g8igdw686xgo.cloudfront.net/34694170_1543427621956683_r.jpg,0,4,0,0.1807,751,85000,0.0,0,0,[]
